Year,Month,Material Description,Quantity
2019,7,938/F PLATE VALVE FRONT 1W,24000
2019,7,938/R PLATE VALVE  REAR-1W,24000
2019,7,"941/0 Washer, 5th Sync Hub",41600
2019,7,"943/1 , STOPPER PLATE",4000
2019,7,945/0 STOPPER LEVER ASSY.,1200
2019,7,947/0 Stopper Comp Gear Shift Cam,11536
2019,7,949/0 STOPPER LEVER ASSY.,2000
2019,7,950/0 LEVER SHIFT 1,10000
2019,7,951/0 LEVER SHIFT 2,10000
2019,7,952/0 PLATE CLUTCH,21000
2019,7,958/0 STOPR COMP.GEAR SHIFT DRUM,50
2019,7,EXP64A NABE,10000
2019,8,037/A CONTACT FINGER,6000
2019,8,037/B CONTACT FINGER,50000
2019,8,1000/0 WHEEL STARTER,7020
2019,8,1003/0 FACE DRIVE,14000
2019,8,1004/0 PLATE SIDE,2520
2019,8,1005/0 GEAR STARTER CLUTCH,21096
2019,8,1010/0 ROTOR SENSOR,38400
2019,8,1012/0 GEAR STARTER CLUTCH,3600
2019,8,1015/0 GEAR STARTER CLUTCH,57600
2019,8,134/0 TRIPPING CAM,900
2019,8,162/0 VALVE SPRING DISC,8400
2019,8,256/1 CONTACT FINGER,55000
2019,8,337/4 HOLDER,29952
2019,8,487/0 PLATE VALVE INLET TS5,1500
2019,8,488/0 PLATE VALVE DISC TS5,1500
2019,8,490/0 PRESSURE PLATE 4.5MM,2000
2019,8,492/0 PRESSURE PLATE 6.5MM,5000
2019,8,"499/F1 F DISCHARGE VALVE PLATE, 1W",24000
2019,8,"499/R1 R DISCHARGE VALVE PLATE, 1W",24000
2019,8,500/0 THRUST WASHER,5500
2019,8,503/0 TONGUE SPACER,11000
2019,8,529/F1 VALVE PLATE_F (1W),40800
2019,8,529/R1 VALVE PLATE_R (1W),40800
2019,8,542/0 CLOSE LATCH SUB ASSEMBLY,400
2019,8,553/0 PLATE PRESSURE CLUTCH,3000
2019,8,565/0 FACE  DRIVE,63960
2019,8,569/0  VALVE  PLATE,10000
2019,8,"572/0 GEAR COMP, STARTER CLUTCH",15936
2019,8,"578/0 LEVER,  REVERSE GEAR SHIFT",10000
2019,8,"579/0 BRACKET,  REVERSE GEAR SHIFT",7200
2019,8,589/0 SPROCKET,1200
2019,8,590/0 PAWL,120000
2019,8,591/0 PAWL GEAR SHIFT,140000
2019,8,592/0 WHEEL STARTER,1200
2019,8,593/0 GEAR STARTER CLUTCH,2120
2019,8,606/0 WHEEL STARTER,36000
2019,8,607/0 WHEEL  STARTER,30000
2019,8,614/0 SEGMENT,20000
2019,8,619/0 PLATE SHIFT DRUM STOPPER,140
2019,8,760/0 RETAINER PLATE,1200
2019,8,762/0 PRESSURE PLATE,1200
2019,8,764/1 PRESSURE PLATE(R/G),1200
2019,8,793/0 PLATE SYNC HUB,5000
2019,8,813/2 LEVER SHIFT - 1,24000
2019,8,814/2 LEVER SHIFT - 2,66000
2019,8,816/1 PLATE SHIFT DRUM STOPPER,416500
2019,8,820/3 HOLDER CLUTCH,18000
2019,8,863/0 PLATE CLUTCH,33000
2019,8,877/0 SPROCKET CAM,48495
2019,8,880/0 STOPR COMP.GR SHIFT DRUM,127515
2019,8,881/0 SPROCKET CAM,119280
2019,8,884/1 RATCHET PLATE,50000
2019,8,890/ plate clutch with out Planish.(k1),39000
2019,8,890/0 plate clutch with Planish.(k1),100000
2019,8,893/0 STOPPER LEVER ASSY.,78000
2019,8,895/0 LEVER SHIFT 1.,66000
2019,8,896/0 JAW FINGER VERTICAL,160000
2019,8,909/M MASTER ARM GEAR SHIFTER,81600
2019,8,914/0 SPROCKET  CAM,13680
2019,8,914/H SPROCKET  CAM,138
2019,8,915/0 SPROCKET STARTING,270000
2019,8,918/M SPROCKET,39960
2019,8,920/0 LATCH,15000
2019,8,921/0 PLATE,20000
2019,8,"923/0 ,KEY PACKING",80000
2019,8,924/1 SPROCKET CAM,348600
2019,8,925/0 SPROCKET,28800
2019,8,930/0 KEY,25000
2019,8,931/M SPROCKET CAM,33600
2019,8,935/0 STOPPER LEVER ASSY.,8000
2019,8,936/0 PLATE,39500
2019,8,937/0 SPACER WASHER,120000
2019,8,938/F PLATE VALVE FRONT 1W,19200
2019,8,938/R PLATE VALVE  REAR-1W,19200
2019,8,"941/0 Washer, 5th Sync Hub",32000
2019,8,"943/1 , STOPPER PLATE",1000
2019,8,945/0 STOPPER LEVER ASSY.,3600
2019,8,947/0 Stopper Comp Gear Shift Cam,8000
2019,8,949/0 STOPPER LEVER ASSY.,2000
2019,8,950/0 LEVER SHIFT 1,8000
2019,8,951/0 LEVER SHIFT 2,8000
2019,8,952/0 PLATE CLUTCH,66000
2019,8,956/0 SPROCKET,60
2019,8,EXP64A NABE,10000
2019,9,037/A CONTACT FINGER,7250
2019,9,037/B CONTACT FINGER,40000
2019,9,1000/0 WHEEL STARTER,7000
2019,9,1003/0 FACE DRIVE,24920
2019,9,1004/0 PLATE SIDE,49860
2019,9,1005/0 GEAR STARTER CLUTCH,20952
2019,9,1007/0 STOPPER LEVER ASSY.,5700
2019,9,1010/0 ROTOR SENSOR,9600
2019,9,1012/0 GEAR STARTER CLUTCH,6600
2019,9,1014/0 GEAR COMP. STARTER DRIVEN,2736
2019,9,1015/0 GEAR STARTER CLUTCH,61320
2019,9,1020/0 SPROCKET STARTING,100
2019,9,134/0 TRIPPING CAM,900
2019,9,162/0 VALVE SPRING DISC,11200
2019,9,256/1 CONTACT FINGER,50000
2019,9,337/4 HOLDER,29952
2019,9,487/0 PLATE VALVE INLET TS5,1200
2019,9,488/0 PLATE VALVE DISC TS5,1200
2019,9,490/0 PRESSURE PLATE 4.5MM,1000
2019,9,"499/F1 F DISCHARGE VALVE PLATE, 1W",28800
2019,9,"499/R1 R DISCHARGE VALVE PLATE, 1W",28800
2019,9,500/0 THRUST WASHER,2000
2019,9,503/0 TONGUE SPACER,10780
2019,9,529/F1 VALVE PLATE_F (1W),28800
2019,9,529/R1 VALVE PLATE_R (1W),28800
2019,9,542/0 CLOSE LATCH SUB ASSEMBLY,400
2019,9,553/0 PLATE PRESSURE CLUTCH,3000
2019,9,558/0 LOCK WASHER BRG NUT,3060
2019,9,560/0 VALVE PLATE CR06,18400
2019,9,565/0 FACE  DRIVE,59960
2019,9,569/0  VALVE  PLATE,15000
2019,9,"572/0 GEAR COMP, STARTER CLUTCH",10000
2019,9,"579/0 BRACKET,  REVERSE GEAR SHIFT",4800
2019,9,589/0 SPROCKET,2400
2019,9,590/0 PAWL,80000
2019,9,591/0 PAWL GEAR SHIFT,170000
2019,9,592/0 WHEEL STARTER,2430
2019,9,593/0 GEAR STARTER CLUTCH,2380
2019,9,606/0 WHEEL STARTER,21030
2019,9,607/0 WHEEL  STARTER,30000
2019,9,614/0 SEGMENT,40010
2019,9,619/0 PLATE SHIFT DRUM STOPPER,170
2019,9,760/0 RETAINER PLATE,800
2019,9,762/0 PRESSURE PLATE,800
2019,9,764/1 PRESSURE PLATE(R/G),400
2019,9,793/0 PLATE SYNC HUB,8000
2019,9,813/2 LEVER SHIFT - 1,18000
2019,9,814/2 LEVER SHIFT - 2,57000
2019,9,816/1 PLATE SHIFT DRUM STOPPER,399000
2019,9,820/3 HOLDER CLUTCH,36000
2019,9,863/0 PLATE CLUTCH,33000
2019,9,877/0 SPROCKET CAM,28800
2019,9,880/0 STOPR COMP.GR SHIFT DRUM,100000
2019,9,881/0 SPROCKET CAM,88560
2019,9,884/1 RATCHET PLATE,90000
2019,9,890/ plate clutch with out Planish.(k1),70000
2019,9,890/0 plate clutch with Planish.(k1),130000
2019,9,893/0 STOPPER LEVER ASSY.,57000
2019,9,895/0 LEVER SHIFT 1.,45000
2019,9,896/0 JAW FINGER VERTICAL,160000
2019,9,909/M MASTER ARM GEAR SHIFTER,71400
2019,9,914/0 SPROCKET  CAM,10320
2019,9,915/0 SPROCKET STARTING,183400
2019,9,918/M SPROCKET,22920
2019,9,919/M ASSLY REVERSE LEVER,2000
2019,9,"923/0 ,KEY PACKING",80000
2019,9,924/1 SPROCKET CAM,349800
2019,9,925/0 SPROCKET,24000
2019,9,930/0 KEY,20000
2019,9,931/M SPROCKET CAM,70200
2019,9,935/0 STOPPER LEVER ASSY.,6000
2019,9,936/0 PLATE,8000
2019,9,937/0 SPACER WASHER,90000
2019,9,938/F PLATE VALVE FRONT 1W,19200
2019,9,938/R PLATE VALVE  REAR-1W,19200
2019,9,"941/0 Washer, 5th Sync Hub",40000
2019,9,947/0 Stopper Comp Gear Shift Cam,7500
2019,9,949/0 STOPPER LEVER ASSY.,3000
2019,9,950/0 LEVER SHIFT 1,5000
2019,9,951/0 LEVER SHIFT 2,5000
2019,9,952/0 PLATE CLUTCH,30000
2019,9,956/0 SPROCKET,66
2019,9,958/0 STOPR COMP.GEAR SHIFT DRUM,150
2019,9,959/0 EQUALIZER,320
2019,9,EXP63 NABE,4500
2019,9,EXP64A NABE,10000
2019,10,037/A CONTACT FINGER,4750
2019,10,037/B CONTACT FINGER,36000
2019,10,1000/0 WHEEL STARTER,5020
2019,10,1003/0 FACE DRIVE,25000
2019,10,1004/0 PLATE SIDE,20160
2019,10,1005/0 GEAR STARTER CLUTCH,11520
2019,10,1007/0 STOPPER LEVER ASSY.,10000
2019,10,1010/0 ROTOR SENSOR,9600
2019,10,1012/0 GEAR STARTER CLUTCH,9480
2019,10,1013/F - F DISCHARGE VALVE PLATE 1W,7920
2019,10,1013/R - R DISCHARGE VALVE PLATE 1W,7920
2019,10,1014/0 GEAR COMP. STARTER DRIVEN,7560
2019,10,1015/0 GEAR STARTER CLUTCH,54000
2019,10,1020/0 SPROCKET STARTING,874
2019,10,162/0 VALVE SPRING DISC,11900
2019,10,256/1 CONTACT FINGER,59750
2019,10,337/4 HOLDER,44928
2019,10,487/0 PLATE VALVE INLET TS5,1200
2019,10,488/0 PLATE VALVE DISC TS5,1200
2019,10,490/0 PRESSURE PLATE 4.5MM,2000
2019,10,492/0 PRESSURE PLATE 6.5MM,2000
2019,10,"499/F1 F DISCHARGE VALVE PLATE, 1W",28800
2019,10,"499/R1 R DISCHARGE VALVE PLATE, 1W",28800
2019,10,500/0 THRUST WASHER,1500
2019,10,505/0 COUPLING,10000
2019,10,529/F1 VALVE PLATE_F (1W),28800
2019,10,529/R1 VALVE PLATE_R (1W),28800
2019,10,531/0 SPROCKET CRANK SHAFT-4.38 THK,12000
2019,10,540/0 DISTANCE PLATE 1,520
2019,10,542/0 CLOSE LATCH SUB ASSEMBLY,400
2019,10,553/0 PLATE PRESSURE CLUTCH,5250
2019,10,560/0 VALVE PLATE CR06,10200
2019,10,565/0 FACE  DRIVE,59280
2019,10,569/0  VALVE  PLATE,15000
2019,10,"572/0 GEAR COMP, STARTER CLUTCH",13920
2019,10,"578/0 LEVER,  REVERSE GEAR SHIFT",2400
2019,10,"579/0 BRACKET,  REVERSE GEAR SHIFT",7200
2019,10,589/0 SPROCKET,3000
2019,10,590/0 PAWL,130000
2019,10,591/0 PAWL GEAR SHIFT,150000
2019,10,592/0 WHEEL STARTER,2400
2019,10,593/0 GEAR STARTER CLUTCH,2160
2019,10,602/0 SPROCKET CAM SHAFT-4.52 THK,12060
2019,10,606/0 WHEEL STARTER,21000
2019,10,607/0 WHEEL  STARTER,24024
2019,10,614/0 SEGMENT,85000
2019,10,793/0 PLATE SYNC HUB,11000
2019,10,813/2 LEVER SHIFT - 1,15000
2019,10,814/2 LEVER SHIFT - 2,51000
2019,10,816/1 PLATE SHIFT DRUM STOPPER,350000
2019,10,820/3 HOLDER CLUTCH,28800
2019,10,863/0 PLATE CLUTCH,21000
2019,10,877/0 SPROCKET CAM,26210
2019,10,880/0 STOPR COMP.GR SHIFT DRUM,90050
2019,10,881/0 SPROCKET CAM,60480
2019,10,884/1 RATCHET PLATE,140000
2019,10,890/ plate clutch with out Planish.(k1),40015
2019,10,890/0 plate clutch with Planish.(k1),140015
2019,10,893/0 STOPPER LEVER ASSY.,50000
2019,10,895/0 LEVER SHIFT 1.,40000
2019,10,896/0 JAW FINGER VERTICAL,200000
2019,10,909/M MASTER ARM GEAR SHIFTER,60520
2019,10,914/0 SPROCKET  CAM,14880
2019,10,914/H SPROCKET  CAM,70
2019,10,915/0 SPROCKET STARTING,200000
2019,10,918/M SPROCKET,16800
2019,10,919/M ASSLY REVERSE LEVER,4000
2019,10,921/0 PLATE,40000
2019,10,"923/0 ,KEY PACKING",80000
2019,10,924/1 SPROCKET CAM,350100
2019,10,925/0 SPROCKET,24000
2019,10,930/0 KEY,25000
2019,10,931/M SPROCKET CAM,57845
2019,10,935/0 STOPPER LEVER ASSY.,5000
2019,10,937/0 SPACER WASHER,70000
2019,10,938/F PLATE VALVE FRONT 1W,12000
2019,10,938/R PLATE VALVE  REAR-1W,12000
2019,10,"941/0 Washer, 5th Sync Hub",24000
2019,10,"943/1 , STOPPER PLATE",4000
2019,10,945/0 STOPPER LEVER ASSY.,2400
2019,10,947/0 Stopper Comp Gear Shift Cam,11000
2019,10,949/0 STOPPER LEVER ASSY.,3000
2019,10,950/0 LEVER SHIFT 1,16000
2019,10,951/0 LEVER SHIFT 2,16000
2019,10,952/0 PLATE CLUTCH,24015
2019,10,956/0 SPROCKET,24
2019,10,EXP64A NABE,10000
2019,11,037/A CONTACT FINGER,7250
2019,11,037/B CONTACT FINGER,26000
2019,11,1000/0 WHEEL STARTER,5000
2019,11,1003/0 FACE DRIVE,20040
2019,11,1004/0 PLATE SIDE,20160
2019,11,1005/0 GEAR STARTER CLUTCH,11868
2019,11,1007/0 STOPPER LEVER ASSY.,12008
2019,11,1012/0 GEAR STARTER CLUTCH,4160
2019,11,1014/0 GEAR COMP. STARTER DRIVEN,4104
2019,11,1015/0 GEAR STARTER CLUTCH,59180
2019,11,1020/0 SPROCKET STARTING,19992
2019,11,134/0 TRIPPING CAM,900
2019,11,162/0 VALVE SPRING DISC,12600
2019,11,256/1 CONTACT FINGER,50000
2019,11,337/4 HOLDER,59904
2019,11,490/0 PRESSURE PLATE 4.5MM,2000
2019,11,492/0 PRESSURE PLATE 6.5MM,6000
2019,11,"499/F1 F DISCHARGE VALVE PLATE, 1W",19200
2019,11,"499/R1 R DISCHARGE VALVE PLATE, 1W",19200
2019,11,500/0 THRUST WASHER,6000
2019,11,503/0 TONGUE SPACER,4400
2019,11,529/F1 VALVE PLATE_F (1W),55200
2019,11,529/R1 VALVE PLATE_R (1W),55200
2019,11,531/0 SPROCKET CRANK SHAFT-4.38 THK,20000
2019,11,537/0 CAM SENSOR WHEEL,1200
2019,11,540/0 DISTANCE PLATE 1,440
2019,11,553/0 PLATE PRESSURE CLUTCH,6052
2019,11,558/0 LOCK WASHER BRG NUT,5580
2019,11,560/0 VALVE PLATE CR06,10000
2019,11,565/0 FACE  DRIVE,50280
2019,11,569/0  VALVE  PLATE,15000
2019,11,"572/0 GEAR COMP, STARTER CLUTCH",9024
2019,11,"578/0 LEVER,  REVERSE GEAR SHIFT",2400
2019,11,"579/0 BRACKET,  REVERSE GEAR SHIFT",2400
2019,11,589/0 SPROCKET,2400
2019,11,590/0 PAWL,100000
2019,11,591/0 PAWL GEAR SHIFT,220000
2019,11,592/0 WHEEL STARTER,1800
2019,11,593/0 GEAR STARTER CLUTCH,1160
2019,11,602/0 SPROCKET CAM SHAFT-4.52 THK,10080
2019,11,606/0 WHEEL STARTER,6000
2019,11,607/0 WHEEL  STARTER,30024
2019,11,614/0 SEGMENT,100000
2019,11,619/0 PLATE SHIFT DRUM STOPPER,270
2019,11,793/0 PLATE SYNC HUB,10000
2019,11,813/2 LEVER SHIFT - 1,9000
2019,11,814/2 LEVER SHIFT - 2,40500
2019,11,816/1 PLATE SHIFT DRUM STOPPER,425600
2019,11,820/3 HOLDER CLUTCH,25200
2019,11,863/0 PLATE CLUTCH,15000
2019,11,877/0 SPROCKET CAM,20
2019,11,880/0 STOPR COMP.GR SHIFT DRUM,60020
2019,11,881/0 SPROCKET CAM,39120
2019,11,884/1 RATCHET PLATE,140000
2019,11,890/ plate clutch with out Planish.(k1),30000
2019,11,890/0 plate clutch with Planish.(k1),115000
2019,11,893/0 STOPPER LEVER ASSY.,46500
2019,11,895/0 LEVER SHIFT 1.,24000
2019,11,896/0 JAW FINGER VERTICAL,160000
2019,11,909/M MASTER ARM GEAR SHIFTER,132600
2019,11,914/0 SPROCKET  CAM,6000
2019,11,914/H SPROCKET  CAM,6000
2019,11,915/0 SPROCKET STARTING,230000
2019,11,918/M SPROCKET,3600
2019,11,919/M ASSLY REVERSE LEVER,6800
2019,11,920/0 LATCH,9000
2019,11,921/0 PLATE,30000
2019,11,"923/0 ,KEY PACKING",100000
2019,11,924/1 SPROCKET CAM,298800
2019,11,925/0 SPROCKET,24000
2019,11,930/0 KEY,30000
2019,11,931/M SPROCKET CAM,28800
2019,11,935/0 STOPPER LEVER ASSY.,3000
2019,11,937/0 SPACER WASHER,70000
2019,11,938/F PLATE VALVE FRONT 1W,9600
2019,11,938/R PLATE VALVE  REAR-1W,9600
2019,11,"941/0 Washer, 5th Sync Hub",32000
2019,11,"943/1 , STOPPER PLATE",2000
2019,11,945/0 STOPPER LEVER ASSY.,2400
2019,11,947/0 Stopper Comp Gear Shift Cam,13000
2019,11,949/0 STOPPER LEVER ASSY.,2000
2019,11,950/0 LEVER SHIFT 1,4000
2019,11,951/0 LEVER SHIFT 2,4000
2019,11,952/0 PLATE CLUTCH,45000
2019,11,956/0 SPROCKET,400
2019,11,958/0 STOPR COMP.GEAR SHIFT DRUM,250
2019,11,EXP64A NABE,10000
2019,12,037/A CONTACT FINGER,8500
2019,12,037/B CONTACT FINGER,36000
2019,12,1000/0 WHEEL STARTER,4000
2019,12,1003/0 FACE DRIVE,10000
2019,12,1004/0 PLATE SIDE,20160
2019,12,1005/0 GEAR STARTER CLUTCH,15840
2019,12,1007/0 STOPPER LEVER ASSY.,5000
2019,12,1012/0 GEAR STARTER CLUTCH,2964
2019,12,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2019,12,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2019,12,1014/0 GEAR COMP. STARTER DRIVEN,47880
2019,12,1015/0 GEAR STARTER CLUTCH,64440
2019,12,1017/0 CRANK SENSOR TARGET WHEEL,9920
2019,12,1020/0 SPROCKET STARTING,25008
2019,12,134/0 TRIPPING CAM,900
2019,12,162/0 VALVE SPRING DISC,11200
2019,12,256/1 CONTACT FINGER,55000
2019,12,337/4 HOLDER,49920
2019,12,487/0 PLATE VALVE INLET TS5,600
2019,12,488/0 PLATE VALVE DISC TS5,600
2019,12,490/0 PRESSURE PLATE 4.5MM,2000
2019,12,492/0 PRESSURE PLATE 6.5MM,6000
2019,12,"499/F1 F DISCHARGE VALVE PLATE, 1W",31200
2019,12,"499/R1 R DISCHARGE VALVE PLATE, 1W",31200
2019,12,500/0 THRUST WASHER,5000
2019,12,503/0 TONGUE SPACER,17600
2019,12,505/0 COUPLING,10000
2019,12,529/F1 VALVE PLATE_F (1W),57600
2019,12,529/R1 VALVE PLATE_R (1W),57600
2019,12,531/0 SPROCKET CRANK SHAFT-4.38 THK,31750
2019,12,540/0 DISTANCE PLATE 1,920
2019,12,542/0 CLOSE LATCH SUB ASSEMBLY,400
2019,12,543/0 TRIGGER WHEEL,630
2019,12,553/0 PLATE PRESSURE CLUTCH,6000
2019,12,558/0 LOCK WASHER BRG NUT,15120
2019,12,565/0 FACE  DRIVE,44280
2019,12,569/0  VALVE  PLATE,15000
2019,12,"572/0 GEAR COMP, STARTER CLUTCH",6000
2019,12,"578/0 LEVER,  REVERSE GEAR SHIFT",13800
2019,12,"579/0 BRACKET,  REVERSE GEAR SHIFT",12600
2019,12,589/0 SPROCKET,2400
2019,12,590/0 PAWL,90000
2019,12,591/0 PAWL GEAR SHIFT,159000
2019,12,592/0 WHEEL STARTER,1260
2019,12,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",6480
2019,12,602/0 SPROCKET CAM SHAFT-4.52 THK,29340
2019,12,605/0 COVER OIL PUMP,2472
2019,12,606/0 WHEEL STARTER,3000
2019,12,607/0 WHEEL  STARTER,30005
2019,12,614/0 SEGMENT,100000
2019,12,619/0 PLATE SHIFT DRUM STOPPER,2120
2019,12,760/0 RETAINER PLATE,400
2019,12,762/0 PRESSURE PLATE,400
2019,12,764/1 PRESSURE PLATE(R/G),400
2019,12,793/0 PLATE SYNC HUB,10000
2019,12,813/2 LEVER SHIFT - 1,10000
2019,12,814/2 LEVER SHIFT - 2,46500
2019,12,816/1 PLATE SHIFT DRUM STOPPER,399700
2019,12,820/3 HOLDER CLUTCH,25200
2019,12,863/0 PLATE CLUTCH,21000
2019,12,877/0 SPROCKET CAM,9620
2019,12,880/0 STOPR COMP.GR SHIFT DRUM,57020
2019,12,881/0 SPROCKET CAM,21600
2019,12,884/1 RATCHET PLATE,140000
2019,12,890/ plate clutch with out Planish.(k1),50000
2019,12,890/0 plate clutch with Planish.(k1),119850
2019,12,893/0 STOPPER LEVER ASSY.,53000
2019,12,895/0 LEVER SHIFT 1.,30000
2019,12,896/0 JAW FINGER VERTICAL,160000
2019,12,914/H SPROCKET  CAM,7222
2019,12,915/0 SPROCKET STARTING,270000
2019,12,918/M SPROCKET,1920
2019,12,919/M ASSLY REVERSE LEVER,19760
2019,12,920/0 LATCH,15000
2019,12,921/0 PLATE,60000
2019,12,"923/0 ,KEY PACKING",100000
2019,12,924/1 SPROCKET CAM,351300
2019,12,925/0 SPROCKET,24000
2019,12,930/0 KEY,30000
2019,12,931/M SPROCKET CAM,9600
2019,12,935/0 STOPPER LEVER ASSY.,3000
2019,12,936/0 PLATE,47000
2019,12,937/0 SPACER WASHER,66000
2019,12,938/F PLATE VALVE FRONT 1W,14400
2019,12,938/R PLATE VALVE  REAR-1W,14400
2019,12,"941/0 Washer, 5th Sync Hub",41600
2019,12,"943/1 , STOPPER PLATE",4000
2019,12,945/0 STOPPER LEVER ASSY.,3300
2019,12,947/0 Stopper Comp Gear Shift Cam,10000
2019,12,956/0 SPROCKET,16000
2019,12,958/0 STOPR COMP.GEAR SHIFT DRUM,30000
2019,12,959/0 EQUALIZER,10000
2019,12,EXP64A NABE,5000
2020,1,037/A CONTACT FINGER,5000
2020,1,037/B CONTACT FINGER,34000
2020,1,1000/0 WHEEL STARTER,9000
2020,1,1003/0 FACE DRIVE,6200
2020,1,1004/0 PLATE SIDE,20160
2020,1,1005/0 GEAR STARTER CLUTCH,24480
2020,1,1007/0 STOPPER LEVER ASSY.,8003
2020,1,1012/0 GEAR STARTER CLUTCH,3600
2020,1,1013/F - F DISCHARGE VALVE PLATE 1W,6000
2020,1,1013/R - R DISCHARGE VALVE PLATE 1W,6000
2020,1,1014/0 GEAR COMP. STARTER DRIVEN,70008
2020,1,1015/0 GEAR STARTER CLUTCH,54760
2020,1,1017/0 CRANK SENSOR TARGET WHEEL,27800
2020,1,1020/0 SPROCKET STARTING,79588
2020,1,134/0 TRIPPING CAM,900
2020,1,162/0 VALVE SPRING DISC,10500
2020,1,256/1 CONTACT FINGER,45000
2020,1,337/4 HOLDER,59904
2020,1,487/0 PLATE VALVE INLET TS5,900
2020,1,488/0 PLATE VALVE DISC TS5,900
2020,1,490/0 PRESSURE PLATE 4.5MM,2000
2020,1,492/0 PRESSURE PLATE 6.5MM,6000
2020,1,"499/F1 F DISCHARGE VALVE PLATE, 1W",19200
2020,1,"499/R1 R DISCHARGE VALVE PLATE, 1W",19200
2020,1,500/0 THRUST WASHER,8600
2020,1,503/0 TONGUE SPACER,30250
2020,1,529/F1 VALVE PLATE_F (1W),57600
2020,1,529/R1 VALVE PLATE_R (1W),57600
2020,1,531/0 SPROCKET CRANK SHAFT-4.38 THK,38500
2020,1,542/0 CLOSE LATCH SUB ASSEMBLY,400
2020,1,553/0 PLATE PRESSURE CLUTCH,10500
2020,1,558/0 LOCK WASHER BRG NUT,12600
2020,1,560/0 VALVE PLATE CR06,6000
2020,1,565/0 FACE  DRIVE,32840
2020,1,569/0  VALVE  PLATE,10000
2020,1,"572/0 GEAR COMP, STARTER CLUTCH",6000
2020,1,"578/0 LEVER,  REVERSE GEAR SHIFT",4800
2020,1,"579/0 BRACKET,  REVERSE GEAR SHIFT",4800
2020,1,589/0 SPROCKET,840
2020,1,590/0 PAWL,150000
2020,1,591/0 PAWL GEAR SHIFT,150000
2020,1,592/0 WHEEL STARTER,1200
2020,1,593/0 GEAR STARTER CLUTCH,2160
2020,1,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",12960
2020,1,602/0 SPROCKET CAM SHAFT-4.52 THK,30960
2020,1,605/0 COVER OIL PUMP,2400
2020,1,606/0 WHEEL STARTER,6000
2020,1,607/0 WHEEL  STARTER,33000
2020,1,614/0 SEGMENT,100045
2020,1,619/0 PLATE SHIFT DRUM STOPPER,15815
2020,1,760/0 RETAINER PLATE,800
2020,1,762/0 PRESSURE PLATE,800
2020,1,764/1 PRESSURE PLATE(R/G),1600
2020,1,793/0 PLATE SYNC HUB,20000
2020,1,813/2 LEVER SHIFT - 1,12500
2020,1,814/2 LEVER SHIFT - 2,55431
2020,1,816/1 PLATE SHIFT DRUM STOPPER,400200
2020,1,820/3 HOLDER CLUTCH,19800
2020,1,863/0 PLATE CLUTCH,21000
2020,1,877/0 SPROCKET CAM,19200
2020,1,880/0 STOPR COMP.GR SHIFT DRUM,40000
2020,1,881/0 SPROCKET CAM,21120
2020,1,884/1 RATCHET PLATE,90000
2020,1,890/ plate clutch with out Planish.(k1),60000
2020,1,890/0 plate clutch with Planish.(k1),140000
2020,1,893/0 STOPPER LEVER ASSY.,72124
2020,1,895/0 LEVER SHIFT 1.,42000
2020,1,896/0 JAW FINGER VERTICAL,120000
2020,1,909/M MASTER ARM GEAR SHIFTER,40800
2020,1,914/0 SPROCKET  CAM,6000
2020,1,914/H SPROCKET  CAM,92400
2020,1,915/0 SPROCKET STARTING,300000
2020,1,918/M SPROCKET,7200
2020,1,919/M ASSLY REVERSE LEVER,12560
2020,1,920/0 LATCH,15000
2020,1,921/0 PLATE,50000
2020,1,"923/0 ,KEY PACKING",90000
2020,1,924/1 SPROCKET CAM,325100
2020,1,925/0 SPROCKET,22800
2020,1,930/0 KEY,40000
2020,1,935/0 STOPPER LEVER ASSY.,6000
2020,1,936/0 PLATE,20000
2020,1,937/0 SPACER WASHER,70000
2020,1,938/F PLATE VALVE FRONT 1W,9600
2020,1,938/R PLATE VALVE  REAR-1W,9600
2020,1,"941/0 Washer, 5th Sync Hub",71200
2020,1,"943/1 , STOPPER PLATE",4200
2020,1,945/0 STOPPER LEVER ASSY.,3000
2020,1,947/0 Stopper Comp Gear Shift Cam,5000
2020,1,950/0 LEVER SHIFT 1,2400
2020,1,951/0 LEVER SHIFT 2,4800
2020,1,952/0 PLATE CLUTCH,21000
2020,1,956/0 SPROCKET,29520
2020,1,958/0 STOPR COMP.GEAR SHIFT DRUM,20000
2020,1,959/0 EQUALIZER,21000
2020,1,EXP63 NABE,5000
2020,2,037/A CONTACT FINGER,3000
2020,2,037/B CONTACT FINGER,30000
2020,2,1000/0 WHEEL STARTER,8000
2020,2,1003/0 FACE DRIVE,20000
2020,2,1004/0 PLATE SIDE,20160
2020,2,1005/0 GEAR STARTER CLUTCH,19440
2020,2,1007/0 STOPPER LEVER ASSY.,13000
2020,2,1010/0 ROTOR SENSOR,39040
2020,2,1012/0 GEAR STARTER CLUTCH,2414
2020,2,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2020,2,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2020,2,1014/0 GEAR COMP. STARTER DRIVEN,99936
2020,2,1015/0 GEAR STARTER CLUTCH,54060
2020,2,1017/0 CRANK SENSOR TARGET WHEEL,16000
2020,2,1020/0 SPROCKET STARTING,105408
