Year,Month,Material Description,Quantity
2021,7,565/0 FACE  DRIVE,16000
2021,7,569/0  VALVE  PLATE,5000
2021,7,"572/0 GEAR COMP, STARTER CLUTCH",7200
2021,7,"578/0 LEVER,  REVERSE GEAR SHIFT",4800
2021,7,"579/0 BRACKET,  REVERSE GEAR SHIFT",4800
2021,7,589/0 SPROCKET,3620
2021,7,590/0 PAWL,60000
2021,7,591/0 PAWL GEAR SHIFT,185000
2021,7,592/0 WHEEL STARTER,3090
2021,7,593/0 GEAR STARTER CLUTCH,1440
2021,7,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",7560
2021,7,605/0 COVER OIL PUMP,3400
2021,7,606/0 WHEEL STARTER,1500
2021,7,607/0 WHEEL  STARTER,33000
2021,7,614/0 SEGMENT,125000
2021,7,618/M PLATE SHIFT DRUM STOPPER,69600
2021,7,619/0 PLATE SHIFT DRUM STOPPER,99900
2021,7,793/0 PLATE SYNC HUB,8000
2021,7,813/2 LEVER SHIFT - 1,24000
2021,7,814/2 LEVER SHIFT - 2,74000
2021,7,816/1 PLATE SHIFT DRUM STOPPER,399700
2021,7,820/3 HOLDER CLUTCH,18000
2021,7,863/0 PLATE CLUTCH,30000
2021,7,877/0 SPROCKET CAM,45600
2021,7,880/0 STOPR COMP.GR SHIFT DRUM,40000
2021,7,881/0 SPROCKET CAM,2160
2021,7,884/1 RATCHET PLATE,104000
2021,7,890/0 plate clutch with Planish.(k1),100000
2021,7,893/0 STOPPER LEVER ASSY.,60000
2021,7,895/0 LEVER SHIFT 1.,53000
2021,7,896/0 JAW FINGER VERTICAL,60000
2021,7,909/M MASTER ARM GEAR SHIFTER,40800
2021,7,914/0 SPROCKET  CAM,15600
2021,7,914/H SPROCKET  CAM,86400
2021,7,915/0 SPROCKET STARTING,106822
2021,7,918/M SPROCKET,1200
2021,7,919/M ASSLY REVERSE LEVER,12800
2021,7,920/0 LATCH,21000
2021,7,921/0 PLATE,30000
2021,7,"923/0 ,KEY PACKING",100000
2021,7,924/1 SPROCKET CAM,350100
2021,7,925/0 SPROCKET,28800
2021,7,930/0 KEY,30000
2021,7,931/M SPROCKET CAM,45600
2021,7,935/0 STOPPER LEVER ASSY.,1000
2021,7,936/0 PLATE,11000
2021,7,937/0 SPACER WASHER,39000
2021,7,938/F PLATE VALVE FRONT 1W,12000
2021,7,938/R PLATE VALVE  REAR-1W,12000
2021,7,"941/0 Washer, 5th Sync Hub",64000
2021,7,"943/1 , STOPPER PLATE",700
2021,7,945/0 STOPPER LEVER ASSY.,3600
2021,7,947/0 Stopper Comp Gear Shift Cam,10000
2021,7,949/0 STOPPER LEVER ASSY.,1000
2021,7,950/0 LEVER SHIFT 1,14000
2021,7,951/0 LEVER SHIFT 2,14000
2021,7,956/0 SPROCKET,9600
2021,7,958/0 STOPR COMP.GEAR SHIFT DRUM,69000
2021,7,959/0 EQUALIZER,20000
2021,7,EXP63 NABE,10500
2021,7,EXP64A NABE,26500
2021,8,037/A CONTACT FINGER,2500
2021,8,037/B CONTACT FINGER,24000
2021,8,1000/0 WHEEL STARTER,12000
2021,8,1003/0 FACE DRIVE,22000
2021,8,1004/0 PLATE SIDE,55440
2021,8,1007/0 STOPPER LEVER ASSY.,16000
2021,8,1010/0 ROTOR SENSOR,16000
2021,8,1012/0 GEAR STARTER CLUTCH,3600
2021,8,1013/F - F DISCHARGE VALVE PLATE 1W,13440
2021,8,1013/R - R DISCHARGE VALVE PLATE 1W,13440
2021,8,1014/0 GEAR COMP. STARTER DRIVEN,50400
2021,8,1015/0 GEAR STARTER CLUTCH,40680
2021,8,1017/0 CRANK SENSOR TARGET WHEEL,24000
2021,8,1020/0 SPROCKET STARTING,134784
2021,8,134/0 TRIPPING CAM,900
2021,8,162/0 VALVE SPRING DISC,9800
2021,8,256/1 CONTACT FINGER,50000
2021,8,337/4 HOLDER,49920
2021,8,487/0 PLATE VALVE INLET TS5,2730
2021,8,488/0 PLATE VALVE DISC TS5,2730
2021,8,490/0 PRESSURE PLATE 4.5MM,1800
2021,8,492/0 PRESSURE PLATE 6.5MM,5000
2021,8,"499/F1 F DISCHARGE VALVE PLATE, 1W",13200
2021,8,"499/R1 R DISCHARGE VALVE PLATE, 1W",12000
2021,8,500/0 THRUST WASHER,4200
2021,8,503/0 TONGUE SPACER,33000
2021,8,505/0 COUPLING,5000
2021,8,529/F1 VALVE PLATE_F (1W),55200
2021,8,529/R1 VALVE PLATE_R (1W),55200
2021,8,531/0 SPROCKET CRANK SHAFT-4.38 THK,5000
2021,8,540/0 DISTANCE PLATE 1,400
2021,8,542/0 CLOSE LATCH SUB ASSEMBLY,592
2021,8,543/0 TRIGGER WHEEL,390
2021,8,553/0 PLATE PRESSURE CLUTCH,5010
2021,8,558/0 LOCK WASHER BRG NUT,7560
2021,8,565/0 FACE  DRIVE,10000
2021,8,569/0  VALVE  PLATE,50000
2021,8,"572/0 GEAR COMP, STARTER CLUTCH",7200
2021,8,"578/0 LEVER,  REVERSE GEAR SHIFT",13200
2021,8,"579/0 BRACKET,  REVERSE GEAR SHIFT",13200
2021,8,589/0 SPROCKET,2400
2021,8,590/0 PAWL,130000
2021,8,591/0 PAWL GEAR SHIFT,190000
2021,8,592/0 WHEEL STARTER,2100
2021,8,593/0 GEAR STARTER CLUTCH,4320
2021,8,605/0 COVER OIL PUMP,4248
2021,8,606/0 WHEEL STARTER,1800
2021,8,607/0 WHEEL  STARTER,45024
2021,8,614/0 SEGMENT,75000
2021,8,618/M PLATE SHIFT DRUM STOPPER,58080
2021,8,619/0 PLATE SHIFT DRUM STOPPER,195120
2021,8,760/0 RETAINER PLATE,1200
2021,8,762/0 PRESSURE PLATE,1200
2021,8,764/1 PRESSURE PLATE(R/G),1200
2021,8,813/2 LEVER SHIFT - 1,12000
2021,8,814/2 LEVER SHIFT - 2,63500
2021,8,816/1 PLATE SHIFT DRUM STOPPER,369600
2021,8,820/3 HOLDER CLUTCH,25200
2021,8,863/0 PLATE CLUTCH,30000
2021,8,877/0 SPROCKET CAM,36000
2021,8,880/0 STOPR COMP.GR SHIFT DRUM,43000
2021,8,881/0 SPROCKET CAM,2160
2021,8,884/1 RATCHET PLATE,104000
2021,8,890/0 plate clutch with Planish.(k1),150000
2021,8,893/0 STOPPER LEVER ASSY.,43500
2021,8,895/0 LEVER SHIFT 1.,30000
2021,8,896/0 JAW FINGER VERTICAL,40000
2021,8,909/M MASTER ARM GEAR SHIFTER,20400
2021,8,914/0 SPROCKET  CAM,25200
2021,8,914/H SPROCKET  CAM,132000
2021,8,915/0 SPROCKET STARTING,135600
2021,8,918/M SPROCKET,1200
2021,8,919/M ASSLY REVERSE LEVER,22000
2021,8,920/0 LATCH,15000
2021,8,921/0 PLATE,30000
2021,8,"923/0 ,KEY PACKING",155000
2021,8,924/1 SPROCKET CAM,350100
2021,8,925/0 SPROCKET,24000
2021,8,930/0 KEY,25000
2021,8,931/M SPROCKET CAM,44400
2021,8,935/0 STOPPER LEVER ASSY.,4000
2021,8,936/0 PLATE,10000
2021,8,937/0 SPACER WASHER,50000
2021,8,938/F PLATE VALVE FRONT 1W,12000
2021,8,938/R PLATE VALVE  REAR-1W,12000
2021,8,"941/0 Washer, 5th Sync Hub",56000
2021,8,"943/1 , STOPPER PLATE",5000
2021,8,945/0 STOPPER LEVER ASSY.,2400
2021,8,947/0 Stopper Comp Gear Shift Cam,11000
2021,8,949/0 STOPPER LEVER ASSY.,3000
2021,8,950/0 LEVER SHIFT 1,8600
2021,8,951/0 LEVER SHIFT 2,13000
2021,8,952/0 PLATE CLUTCH,45000
2021,8,956/0 SPROCKET,48000
2021,8,958/0 STOPR COMP.GEAR SHIFT DRUM,60000
2021,8,959/0 EQUALIZER,53000
2021,8,EXP63 NABE,1500
2021,8,EXP64A NABE,20000
2021,9,037/A CONTACT FINGER,7000
2021,9,037/B CONTACT FINGER,36000
2021,9,1000/0 WHEEL STARTER,18000
2021,9,1003/0 FACE DRIVE,24000
2021,9,1004/0 PLATE SIDE,40320
2021,9,1005/0 GEAR STARTER CLUTCH,48
2021,9,1007/0 STOPPER LEVER ASSY.,22000
2021,9,1010/0 ROTOR SENSOR,8000
2021,9,1012/0 GEAR STARTER CLUTCH,7600
2021,9,1013/F - F DISCHARGE VALVE PLATE 1W,9600
2021,9,1013/R - R DISCHARGE VALVE PLATE 1W,9600
2021,9,1014/0 GEAR COMP. STARTER DRIVEN,50400
2021,9,1015/0 GEAR STARTER CLUTCH,115100
2021,9,1017/0 CRANK SENSOR TARGET WHEEL,18000
2021,9,1020/0 SPROCKET STARTING,131328
2021,9,134/0 TRIPPING CAM,900
2021,9,162/0 VALVE SPRING DISC,9100
2021,9,256/1 CONTACT FINGER,42000
2021,9,337/4 HOLDER,64896
2021,9,487/0 PLATE VALVE INLET TS5,2100
2021,9,488/0 PLATE VALVE DISC TS5,2100
2021,9,490/0 PRESSURE PLATE 4.5MM,2000
2021,9,492/0 PRESSURE PLATE 6.5MM,5000
2021,9,"499/F1 F DISCHARGE VALVE PLATE, 1W",24000
2021,9,"499/R1 R DISCHARGE VALVE PLATE, 1W",24000
2021,9,500/0 THRUST WASHER,2000
2021,9,503/0 TONGUE SPACER,15400
2021,9,505/0 COUPLING,5200
2021,9,529/F1 VALVE PLATE_F (1W),31200
2021,9,529/R1 VALVE PLATE_R (1W),31200
2021,9,531/0 SPROCKET CRANK SHAFT-4.38 THK,10000
2021,9,540/0 DISTANCE PLATE 1,400
2021,9,542/0 CLOSE LATCH SUB ASSEMBLY,400
2021,9,543/0 TRIGGER WHEEL,240
2021,9,553/0 PLATE PRESSURE CLUTCH,5010
2021,9,558/0 LOCK WASHER BRG NUT,5040
2021,9,560/0 VALVE PLATE CR06,10000
2021,9,565/0 FACE  DRIVE,12000
2021,9,569/0  VALVE  PLATE,26000
2021,9,"572/0 GEAR COMP, STARTER CLUTCH",6480
2021,9,"578/0 LEVER,  REVERSE GEAR SHIFT",3600
2021,9,"579/0 BRACKET,  REVERSE GEAR SHIFT",3600
2021,9,589/0 SPROCKET,2440
2021,9,590/0 PAWL,120000
2021,9,591/0 PAWL GEAR SHIFT,210000
2021,9,592/0 WHEEL STARTER,3600
2021,9,593/0 GEAR STARTER CLUTCH,2440
2021,9,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",4320
2021,9,602/0 SPROCKET CAM SHAFT-4.52 THK,4950
2021,9,605/0 COVER OIL PUMP,4976
2021,9,606/0 WHEEL STARTER,3300
2021,9,607/0 WHEEL  STARTER,27048
2021,9,614/0 SEGMENT,90000
2021,9,618/M PLATE SHIFT DRUM STOPPER,29600
2021,9,619/0 PLATE SHIFT DRUM STOPPER,183600
2021,9,764/1 PRESSURE PLATE(R/G),1200
2021,9,813/2 LEVER SHIFT - 1,35000
2021,9,814/2 LEVER SHIFT - 2,25500
2021,9,816/1 PLATE SHIFT DRUM STOPPER,348600
2021,9,820/3 HOLDER CLUTCH,28800
2021,9,863/0 PLATE CLUTCH,3000
2021,9,877/0 SPROCKET CAM,240
2021,9,880/0 STOPR COMP.GR SHIFT DRUM,546
2021,9,881/0 SPROCKET CAM,2160
2021,9,884/1 RATCHET PLATE,96000
2021,9,890/ plate clutch with out Planish.(k1),10000
2021,9,890/0 plate clutch with Planish.(k1),180000
2021,9,893/0 STOPPER LEVER ASSY.,20000
2021,9,895/0 LEVER SHIFT 1.,10000
2021,9,896/0 JAW FINGER VERTICAL,40000
2021,9,909/M MASTER ARM GEAR SHIFTER,5100
2021,9,914/0 SPROCKET  CAM,24000
2021,9,914/H SPROCKET  CAM,132000
2021,9,915/0 SPROCKET STARTING,116400
2021,9,918/M SPROCKET,2040
2021,9,919/M ASSLY REVERSE LEVER,14400
2021,9,920/0 LATCH,15000
2021,9,921/0 PLATE,20000
2021,9,"923/0 ,KEY PACKING",120000
2021,9,924/1 SPROCKET CAM,512400
2021,9,925/0 SPROCKET,19200
2021,9,930/0 KEY,15000
2021,9,931/M SPROCKET CAM,40800
2021,9,935/0 STOPPER LEVER ASSY.,1500
2021,9,936/0 PLATE,18000
2021,9,937/0 SPACER WASHER,60000
2021,9,938/F PLATE VALVE FRONT 1W,9600
2021,9,938/R PLATE VALVE  REAR-1W,9600
2021,9,"941/0 Washer, 5th Sync Hub",24000
2021,9,"943/1 , STOPPER PLATE",4000
2021,9,945/0 STOPPER LEVER ASSY.,1200
2021,9,947/0 Stopper Comp Gear Shift Cam,7000
2021,9,949/0 STOPPER LEVER ASSY.,3000
2021,9,950/0 LEVER SHIFT 1,3800
2021,9,951/0 LEVER SHIFT 2,3000
2021,9,952/0 PLATE CLUTCH,54000
2021,9,956/0 SPROCKET,30240
2021,9,958/0 STOPR COMP.GEAR SHIFT DRUM,60000
2021,9,959/0 EQUALIZER,30000
2021,9,EXP63 NABE,5000
2021,9,EXP64A NABE,10000
2021,10,037/A CONTACT FINGER,7200
2021,10,037/B CONTACT FINGER,30000
2021,10,1000/0 WHEEL STARTER,18000
2021,10,1003/0 FACE DRIVE,20000
2021,10,1004/0 PLATE SIDE,20160
2021,10,1005/0 GEAR STARTER CLUTCH,528
2021,10,1007/0 STOPPER LEVER ASSY.,22000
2021,10,1012/0 GEAR STARTER CLUTCH,7200
2021,10,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2021,10,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2021,10,1014/0 GEAR COMP. STARTER DRIVEN,40320
2021,10,1015/0 GEAR STARTER CLUTCH,138960
2021,10,1017/0 CRANK SENSOR TARGET WHEEL,18000
2021,10,1020/0 SPROCKET STARTING,133920
2021,10,134/0 TRIPPING CAM,900
2021,10,162/0 VALVE SPRING DISC,11900
2021,10,256/1 CONTACT FINGER,61000
2021,10,337/4 HOLDER,64896
2021,10,487/0 PLATE VALVE INLET TS5,900
2021,10,488/0 PLATE VALVE DISC TS5,900
2021,10,490/0 PRESSURE PLATE 4.5MM,3000
2021,10,492/0 PRESSURE PLATE 6.5MM,5000
2021,10,"499/F1 F DISCHARGE VALVE PLATE, 1W",16800
2021,10,"499/R1 R DISCHARGE VALVE PLATE, 1W",16800
2021,10,500/0 THRUST WASHER,9000
2021,10,503/0 TONGUE SPACER,17600
2021,10,529/F1 VALVE PLATE_F (1W),16800
2021,10,529/R1 VALVE PLATE_R (1W),16800
2021,10,531/0 SPROCKET CRANK SHAFT-4.38 THK,20000
2021,10,537/0 CAM SENSOR WHEEL,1824
2021,10,540/0 DISTANCE PLATE 1,800
2021,10,542/0 CLOSE LATCH SUB ASSEMBLY,400
2021,10,543/0 TRIGGER WHEEL,1110
2021,10,553/0 PLATE PRESSURE CLUTCH,7020
2021,10,558/0 LOCK WASHER BRG NUT,10080
2021,10,560/0 VALVE PLATE CR06,10000
2021,10,565/0 FACE  DRIVE,10000
2021,10,569/0  VALVE  PLATE,15000
2021,10,"572/0 GEAR COMP, STARTER CLUTCH",9600
2021,10,"578/0 LEVER,  REVERSE GEAR SHIFT",3600
2021,10,"579/0 BRACKET,  REVERSE GEAR SHIFT",3650
2021,10,589/0 SPROCKET,2160
2021,10,590/0 PAWL,108000
2021,10,591/0 PAWL GEAR SHIFT,320000
2021,10,592/0 WHEEL STARTER,2100
2021,10,593/0 GEAR STARTER CLUTCH,7060
2021,10,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",4320
2021,10,602/0 SPROCKET CAM SHAFT-4.52 THK,12660
2021,10,605/0 COVER OIL PUMP,4400
2021,10,606/0 WHEEL STARTER,4500
2021,10,607/0 WHEEL  STARTER,27024
2021,10,614/0 SEGMENT,40000
2021,10,618/M PLATE SHIFT DRUM STOPPER,25600
2021,10,619/0 PLATE SHIFT DRUM STOPPER,146880
2021,10,764/1 PRESSURE PLATE(R/G),2400
2021,10,793/0 PLATE SYNC HUB,8000
2021,10,813/2 LEVER SHIFT - 1,28000
2021,10,814/2 LEVER SHIFT - 2,54000
2021,10,816/1 PLATE SHIFT DRUM STOPPER,349300
2021,10,820/3 HOLDER CLUTCH,19800
2021,10,877/0 SPROCKET CAM,14400
2021,10,880/0 STOPR COMP.GR SHIFT DRUM,14007
2021,10,881/0 SPROCKET CAM,2160
2021,10,884/1 RATCHET PLATE,80000
2021,10,890/ plate clutch with out Planish.(k1),30000
2021,10,890/0 plate clutch with Planish.(k1),160000
2021,10,893/0 STOPPER LEVER ASSY.,27000
2021,10,895/0 LEVER SHIFT 1.,32500
2021,10,909/M MASTER ARM GEAR SHIFTER,5100
2021,10,914/H SPROCKET  CAM,120000
2021,10,915/0 SPROCKET STARTING,106800
2021,10,918/M SPROCKET,2160
2021,10,919/M ASSLY REVERSE LEVER,15840
2021,10,920/0 LATCH,15000
2021,10,921/0 PLATE,10000
2021,10,"923/0 ,KEY PACKING",70000
2021,10,924/1 SPROCKET CAM,298500
2021,10,925/0 SPROCKET,19200
2021,10,930/0 KEY,10000
2021,10,931/M SPROCKET CAM,33600
2021,10,935/0 STOPPER LEVER ASSY.,3000
2021,10,936/0 PLATE,12000
2021,10,937/0 SPACER WASHER,65000
2021,10,938/F PLATE VALVE FRONT 1W,9600
2021,10,938/R PLATE VALVE  REAR-1W,9600
2021,10,"941/0 Washer, 5th Sync Hub",16000
2021,10,"943/1 , STOPPER PLATE",10000
2021,10,945/0 STOPPER LEVER ASSY.,2400
2021,10,947/0 Stopper Comp Gear Shift Cam,13000
2021,10,949/0 STOPPER LEVER ASSY.,1000
2021,10,950/0 LEVER SHIFT 1,2800
2021,10,952/0 PLATE CLUTCH,72000
2021,10,956/0 SPROCKET,19200
2021,10,958/0 STOPR COMP.GEAR SHIFT DRUM,50000
2021,10,959/0 EQUALIZER,34300
2021,10,EXP64A NABE,5000
2021,11,037/A CONTACT FINGER,7000
2021,11,037/B CONTACT FINGER,36000
2021,11,1000/0 WHEEL STARTER,16000
2021,11,1003/0 FACE DRIVE,20000
2021,11,1004/0 PLATE SIDE,26100
2021,11,1007/0 STOPPER LEVER ASSY.,15000
2021,11,1010/0 ROTOR SENSOR,72000
2021,11,1012/0 GEAR STARTER CLUTCH,2400
2021,11,1013/F - F DISCHARGE VALVE PLATE 1W,6000
2021,11,1013/R - R DISCHARGE VALVE PLATE 1W,6000
2021,11,1014/0 GEAR COMP. STARTER DRIVEN,36000
2021,11,1015/0 GEAR STARTER CLUTCH,70020
2021,11,1017/0 CRANK SENSOR TARGET WHEEL,20000
2021,11,1020/0 SPROCKET STARTING,125280
2021,11,134/0 TRIPPING CAM,900
2021,11,162/0 VALVE SPRING DISC,11900
2021,11,256/1 CONTACT FINGER,69000
2021,11,337/4 HOLDER,64896
2021,11,487/0 PLATE VALVE INLET TS5,900
2021,11,488/0 PLATE VALVE DISC TS5,900
2021,11,490/0 PRESSURE PLATE 4.5MM,3000
2021,11,492/0 PRESSURE PLATE 6.5MM,8000
2021,11,"499/F1 F DISCHARGE VALVE PLATE, 1W",31200
2021,11,"499/R1 R DISCHARGE VALVE PLATE, 1W",31200
2021,11,500/0 THRUST WASHER,6400
2021,11,503/0 TONGUE SPACER,39600
2021,11,505/0 COUPLING,10000
2021,11,529/F1 VALVE PLATE_F (1W),24000
2021,11,529/R1 VALVE PLATE_R (1W),24000
2021,11,531/0 SPROCKET CRANK SHAFT-4.38 THK,18000
2021,11,537/0 CAM SENSOR WHEEL,3600
2021,11,540/0 DISTANCE PLATE 1,2000
2021,11,542/0 CLOSE LATCH SUB ASSEMBLY,400
2021,11,543/0 TRIGGER WHEEL,3000
2021,11,553/0 PLATE PRESSURE CLUTCH,6030
2021,11,558/0 LOCK WASHER BRG NUT,15120
2021,11,560/0 VALVE PLATE CR06,15050
2021,11,565/0 FACE  DRIVE,10000
2021,11,569/0  VALVE  PLATE,10000
2021,11,"572/0 GEAR COMP, STARTER CLUTCH",9600
2021,11,"578/0 LEVER,  REVERSE GEAR SHIFT",14400
2021,11,"579/0 BRACKET,  REVERSE GEAR SHIFT",14400
2021,11,589/0 SPROCKET,2400
2021,11,590/0 PAWL,150000
2021,11,591/0 PAWL GEAR SHIFT,160000
2021,11,592/0 WHEEL STARTER,1200
2021,11,593/0 GEAR STARTER CLUTCH,720
2021,11,602/0 SPROCKET CAM SHAFT-4.52 THK,6750
2021,11,605/0 COVER OIL PUMP,6208
2021,11,606/0 WHEEL STARTER,1830
2021,11,607/0 WHEEL  STARTER,33840
2021,11,614/0 SEGMENT,65000
2021,11,618/M PLATE SHIFT DRUM STOPPER,28800
2021,11,619/0 PLATE SHIFT DRUM STOPPER,103680
2021,11,760/0 RETAINER PLATE,4400
2021,11,762/0 PRESSURE PLATE,3600
2021,11,764/1 PRESSURE PLATE(R/G),2000
2021,11,793/0 PLATE SYNC HUB,8000
2021,11,813/2 LEVER SHIFT - 1,27000
2021,11,814/2 LEVER SHIFT - 2,83000
2021,11,816/1 PLATE SHIFT DRUM STOPPER,300300
2021,11,820/3 HOLDER CLUTCH,25200
2021,11,863/0 PLATE CLUTCH,12000
2021,11,877/0 SPROCKET CAM,15840
2021,11,880/0 STOPR COMP.GR SHIFT DRUM,22000
2021,11,881/0 SPROCKET CAM,4320
2021,11,884/1 RATCHET PLATE,80000
2021,11,890/ plate clutch with out Planish.(k1),10000
2021,11,890/0 plate clutch with Planish.(k1),160000
2021,11,893/0 STOPPER LEVER ASSY.,37000
2021,11,895/0 LEVER SHIFT 1.,50000
2021,11,896/0 JAW FINGER VERTICAL,48000
2021,11,909/M MASTER ARM GEAR SHIFTER,56100
2021,11,914/H SPROCKET  CAM,98400
2021,11,915/0 SPROCKET STARTING,62473
2021,11,918/M SPROCKET,3720
2021,11,919/M ASSLY REVERSE LEVER,16800
2021,11,920/0 LATCH,9000
2021,11,921/0 PLATE,40000
2021,11,"923/0 ,KEY PACKING",80000
2021,11,924/1 SPROCKET CAM,300000
2021,11,925/0 SPROCKET,19200
2021,11,930/0 KEY,30000
2021,11,931/M SPROCKET CAM,34800
2021,11,935/0 STOPPER LEVER ASSY.,1500
2021,11,936/0 PLATE,12000
2021,11,937/0 SPACER WASHER,65000
2021,11,"941/0 Washer, 5th Sync Hub",8000
2021,11,"943/1 , STOPPER PLATE",16700
2021,11,945/0 STOPPER LEVER ASSY.,1200
2021,11,947/0 Stopper Comp Gear Shift Cam,8000
2021,11,949/0 STOPPER LEVER ASSY.,1000
2021,11,950/0 LEVER SHIFT 1,9000
2021,11,951/0 LEVER SHIFT 2,9000
2021,11,952/0 PLATE CLUTCH,60000
2021,11,956/0 SPROCKET,9600
2021,11,958/0 STOPR COMP.GEAR SHIFT DRUM,40000
2021,11,959/0 EQUALIZER,25000
2021,11,EXP64A NABE,5000
2021,12,037/A CONTACT FINGER,1200
2021,12,037/B CONTACT FINGER,24000
2021,12,1000/0 WHEEL STARTER,6000
2021,12,1003/0 FACE DRIVE,5000
2021,12,1004/0 PLATE SIDE,50400
2021,12,1005/0 GEAR STARTER CLUTCH,456
2021,12,1007/0 STOPPER LEVER ASSY.,8000
2021,12,1010/0 ROTOR SENSOR,60000
2021,12,1012/0 GEAR STARTER CLUTCH,2440
2021,12,1013/F - F DISCHARGE VALVE PLATE 1W,4800
2021,12,1013/R - R DISCHARGE VALVE PLATE 1W,4800
2021,12,1014/0 GEAR COMP. STARTER DRIVEN,33120
2021,12,1015/0 GEAR STARTER CLUTCH,60280
2021,12,1017/0 CRANK SENSOR TARGET WHEEL,26000
2021,12,1020/0 SPROCKET STARTING,100224
2021,12,134/0 TRIPPING CAM,900
2021,12,162/0 VALVE SPRING DISC,6300
2021,12,256/1 CONTACT FINGER,32000
2021,12,337/4 HOLDER,54912
2021,12,487/0 PLATE VALVE INLET TS5,1500
2021,12,488/0 PLATE VALVE DISC TS5,1500
2021,12,490/0 PRESSURE PLATE 4.5MM,3000
2021,12,492/0 PRESSURE PLATE 6.5MM,6000
2021,12,"499/F1 F DISCHARGE VALVE PLATE, 1W",26400
2021,12,"499/R1 R DISCHARGE VALVE PLATE, 1W",26400
2021,12,500/0 THRUST WASHER,4300
2021,12,503/0 TONGUE SPACER,30800
2021,12,505/0 COUPLING,14000
2021,12,529/F1 VALVE PLATE_F (1W),57600
2021,12,529/R1 VALVE PLATE_R (1W),57600
2021,12,531/0 SPROCKET CRANK SHAFT-4.38 THK,5000
2021,12,537/0 CAM SENSOR WHEEL,2784
2021,12,540/0 DISTANCE PLATE 1,1200
2021,12,542/0 CLOSE LATCH SUB ASSEMBLY,400
2021,12,543/0 TRIGGER WHEEL,1110
2021,12,553/0 PLATE PRESSURE CLUTCH,2010
2021,12,558/0 LOCK WASHER BRG NUT,15120
2021,12,560/0 VALVE PLATE CR06,15000
2021,12,565/0 FACE  DRIVE,11000
2021,12,569/0  VALVE  PLATE,5000
2021,12,"572/0 GEAR COMP, STARTER CLUTCH",10800
2021,12,"578/0 LEVER,  REVERSE GEAR SHIFT",18000
2021,12,"579/0 BRACKET,  REVERSE GEAR SHIFT",18000
2021,12,589/0 SPROCKET,1200
2021,12,590/0 PAWL,150000
2021,12,591/0 PAWL GEAR SHIFT,70000
2021,12,592/0 WHEEL STARTER,1800
2021,12,593/0 GEAR STARTER CLUTCH,720
2021,12,"595/0 LOCK WASHER BEARING HUB, 6.5T P-II",4320
2021,12,602/0 SPROCKET CAM SHAFT-4.52 THK,4320
2021,12,605/0 COVER OIL PUMP,4128
2021,12,606/0 WHEEL STARTER,900
2021,12,607/0 WHEEL  STARTER,42000
2021,12,614/0 SEGMENT,70100
2021,12,618/M PLATE SHIFT DRUM STOPPER,24800
2021,12,619/0 PLATE SHIFT DRUM STOPPER,100080
2021,12,760/0 RETAINER PLATE,1600
2021,12,762/0 PRESSURE PLATE,3600
2021,12,764/1 PRESSURE PLATE(R/G),3600
2021,12,793/0 PLATE SYNC HUB,8000
2021,12,813/2 LEVER SHIFT - 1,11500
2021,12,814/2 LEVER SHIFT - 2,62000
2021,12,816/1 PLATE SHIFT DRUM STOPPER,249200
2021,12,820/3 HOLDER CLUTCH,18750
2021,12,863/0 PLATE CLUTCH,21000
2021,12,877/0 SPROCKET CAM,18720
2021,12,880/0 STOPR COMP.GR SHIFT DRUM,26000
2021,12,881/0 SPROCKET CAM,4080
2021,12,884/1 RATCHET PLATE,60000
2021,12,890/ plate clutch with out Planish.(k1),35000
2021,12,890/0 plate clutch with Planish.(k1),120000
2021,12,893/0 STOPPER LEVER ASSY.,61500
2021,12,895/0 LEVER SHIFT 1.,45000
2021,12,896/0 JAW FINGER VERTICAL,120000
2021,12,909/M MASTER ARM GEAR SHIFTER,20400
2021,12,914/0 SPROCKET  CAM,29760
2021,12,914/H SPROCKET  CAM,50400
2021,12,915/0 SPROCKET STARTING,62400
2021,12,918/M SPROCKET,1200
2021,12,919/M ASSLY REVERSE LEVER,16800
2021,12,920/0 LATCH,18000
2021,12,921/0 PLATE,50000
2021,12,"923/0 ,KEY PACKING",80000
2021,12,924/1 SPROCKET CAM,324300
2021,12,925/0 SPROCKET,28800
2021,12,930/0 KEY,30000
2021,12,931/M SPROCKET CAM,14520
2021,12,936/0 PLATE,25000
2021,12,937/0 SPACER WASHER,65000
2021,12,938/F PLATE VALVE FRONT 1W,4800
2021,12,938/R PLATE VALVE  REAR-1W,4800
2021,12,"941/0 Washer, 5th Sync Hub",36000
2021,12,"943/1 , STOPPER PLATE",10500
2021,12,945/0 STOPPER LEVER ASSY.,1200
2021,12,947/0 Stopper Comp Gear Shift Cam,14000
2021,12,949/0 STOPPER LEVER ASSY.,1000
2021,12,950/0 LEVER SHIFT 1,10800
2021,12,951/0 LEVER SHIFT 2,9000
2021,12,952/0 PLATE CLUTCH,21000
2021,12,956/0 SPROCKET,9600
2021,12,958/0 STOPR COMP.GEAR SHIFT DRUM,34000
2021,12,959/0 EQUALIZER,20000
2021,12,EXP63 NABE,5000
2021,12,EXP64A NABE,5000
